id_candidate,no_trial,count_image,no_question,question,ans_candidate,good_ans,result,reaction_time,time_stamp
SAT_AMI_059,100,1,0,Les nuages sont gris. ,0,0,1,1.81,32.91
SAT_AMI_059,101,1,0,Les deux protagonistes portent-ils des lunettes ? ,0,0,1,2.62,43.05
SAT_AMI_059,101,2,0,Les deux protagonistes portent-ils des lunettes ? ,0,0,1,2.18,49.93
SAT_AMI_059,102,1,0,Avez-vous vu un éléphant ? ,0,6,0,2.2,62.78
SAT_AMI_059,102,2,0,Avez-vous vu un éléphant ? ,6,6,1,0.91,71.35
SAT_AMI_059,0,1,0,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,4.27,97.25
SAT_AMI_059,0,1,1,Combien y a-t-il de cafetières sur la photo ? ,6,6,1,2.51,99.8
SAT_AMI_059,0,2,0,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,4.81,110.42
SAT_AMI_059,0,2,1,Combien y a-t-il de cafetières sur la photo ? ,6,6,1,1.66,112.12
SAT_AMI_059,1,1,0,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,3.07,119.73
SAT_AMI_059,1,2,0,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,0.59,130.8
SAT_AMI_059,2,1,0,Combien y a-t-il de personnes assises sur cette photo ? ,0,0,1,3.0,142.21
SAT_AMI_059,2,1,1,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,3.75,146.0
SAT_AMI_059,2,1,2,Avez-vous vu une personne habillée d'une robe blanche ? ,6,0,0,3.85,149.9
SAT_AMI_059,2,2,0,Combien y a-t-il de personnes assises sur cette photo ? ,6,0,0,3.24,163.34
SAT_AMI_059,2,2,1,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,2.61,165.99
SAT_AMI_059,2,2,2,Avez-vous vu une personne habillée d'une robe blanche ? ,6,0,0,1.35,167.38
SAT_AMI_059,2,3,0,Combien y a-t-il de personnes assises sur cette photo ? ,6,0,0,2.28,177.66
SAT_AMI_059,2,3,1,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,2.69,180.38
SAT_AMI_059,2,3,2,Avez-vous vu une personne habillée d'une robe blanche ? ,6,0,0,1.42,181.85
SAT_AMI_059,3,1,0,Combien y a-t-il de personnes sur cette photo ? ,6,6,1,2.27,188.44
SAT_AMI_059,3,1,1,Avez-vous vu une corde à sauter ? ,0,6,0,2.89,191.37
SAT_AMI_059,3,2,0,Combien y a-t-il de personnes sur cette photo ? ,6,6,1,0.72,196.83
SAT_AMI_059,3,2,1,Avez-vous vu une corde à sauter ? ,6,6,1,1.1,197.98
SAT_AMI_059,4,1,0,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,1.71,203.01
SAT_AMI_059,4,1,1,Avez-vous vu une balle sur cette photo ? ,0,6,0,2.25,205.3
SAT_AMI_059,4,1,2,Avez-vous vu une corde à sauter ? ,6,6,1,0.43,205.78
SAT_AMI_059,4,2,0,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,1.19,211.8
SAT_AMI_059,4,2,1,Avez-vous vu une balle sur cette photo ? ,6,6,1,1.22,213.07
SAT_AMI_059,4,2,2,Avez-vous vu une corde à sauter ? ,6,6,1,3.28,216.37
SAT_AMI_059,4,3,0,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,0.48,220.84
SAT_AMI_059,4,3,1,Avez-vous vu une balle sur cette photo ? ,6,6,1,1.43,222.31
SAT_AMI_059,4,3,2,Avez-vous vu une corde à sauter ? ,6,6,1,0.91,223.27
SAT_AMI_059,5,1,0,Toutes les personnes sont-elles habillées en blanc ? ,0,0,1,2.74,230.63
SAT_AMI_059,5,1,1,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,1.54,232.22
SAT_AMI_059,5,2,0,Toutes les personnes sont-elles habillées en blanc ? ,0,0,1,1.09,238.08
SAT_AMI_059,5,2,1,Combien y a-t-il de personnes sur cette photo ? ,0,0,1,0.85,238.98
